sentence,label
It's (uhh) you know just get three then go on to five,1
"Hi, Summer Banks here and today I'm reviewing for you, the DVD Vanilla Sky with Tom Cruise",1
Tom Cruise is in this movie with Penelope Cruz and Cameron Diaz,1
The movies is rated R for sexuality and strong language and is brought to you by Paramount pictures,-2
Now I have to let you know I'm giving this movie two stars,2
The only reason I'm giving it two stars is because I've watched it approximately five times and I still have absolutely zero idea what really happened,-1
This is a thriller,-2
"There are events that take place that you don't know if they're real, if they're not real",-2
There are finales that aren't really finales,0
There are beginnings and events that aren't really there,-2
There's some that are there that you don't see til later on,-2
I I (stutter) cannot explain this movie in any way shape or form because I simply did not understand it,1
"Now as for the shooting and the acting, it was fantastic",0
"The movie was acted very well and I was very comfortable in that regard but, the simple story line was too difficult for me to follow",-1
"So, as I said, Vanilla Sky is receiving two stars from me and that's pushing it",-1
It's probably more like one and a half,0
This is a review of the movie Spider-Man three,1
(umm) What a way to end the trilogy,-2
"Let's see the first Spider-Man film was pretty good, half of it was at least",-1
The second one was silly and this one was worse,-1
"Not only was it excessively long and had way too many characters in it, (stutter) Spider-Man three just lacked substance on all levels I would say",-1
Tobey Maguire (stutter) clearly didn't want to be doing this role anymore,-3
Kirsten Dunst I don't know if she could ever act,-2
She couldn't at the very least she wasn't acting in this film,-1
"(uhh) The direction, it was Sam Raimi, I I (stutter) just don't understand",0
I guess something happened,1
"Like he used to be at least an interesting director what what (stutter) with like you know, the Evil Dead trilogy",2
"But, I mean, then again those were very campy films",-3
"This is summer blockbuster so I don't know, maybe his artistic talent maybe just doesn't translate",-2
But anyway (umm) plot was hopelessly absurd (umm) and uninteresting to boot and yeah,-1
I I (stutter) don't even know why they introduced Venom,-3
"He showed up and then bam, he was gone",-1
Hopefully I didn't spoil it for anybody,-2
"Anyways, for the positives about this film (umm) Stan Lee does another cameo, which was a little bit funny",-1
This is a review of the movie Hostel Part two,0
"(uhh) Well, what to say about this film",-1
"Surely, surely (stutter) wasn't hostile",-2
"Hostel was, it wasn't scary, but it was gruesome and kind of had some dark humor to it and a fairly interesting plot",1
(umm) Hostel two pretty much rehashed the plot of one except it made it about women,-2
"(uhh) going to the infamous hostel which leads to their demise, ultimately to their demise",-1
"But (umm) Yeah, I was I just felt it was very rehashed",-1
It It's (stutter) been done already,-2
The violence in this film was exponentially worse I would say,0
"Not exponentially no, probably geometrically though",-1
